trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-112.38357020129763,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-221.37925277827068,"{0: 8, 1: 2, 2: 4, 3: 3, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",25,0,-97.60661600915601,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-83.92645040615194,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-75.55556204942215,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",25,0,-61.19594166584102,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-200.83669834213126,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.92274469442792}",30,0,-72.73223361620663,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",25,5,-117.95157770437348,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",30,0,-162.26983927798585,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",20,0,-94.5640803669902,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",20,9,-40.564970127443374,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",30,0,-145.3371672148289,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",20,0,-123.7135807311446,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",20,0,-37.86958579455228,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",30,7,-72.53342860263554,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",25,0,-137.7556145501779,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",20,0,-62.207959963781434,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",20,0,-99.37135610805733,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",30,0,-162.32605598801948,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",20,0,-7.547395492629631,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",25,0,-69.03010264327116,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",20,0,-73.85528421666055,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-91.78433207173445,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",30,0,-50.24852489967388,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-65.79194388233283,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-162.48450222757455,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",30,0,-40.82139392006048,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-148.64467333300735,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-103.8481746392071,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",30,0,-122.75479486461236,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,13,8.666891506308241,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",20,0,-40.3895311078654,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",30,8,-30.561892300453948,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-39.98592035073358,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-36.89582953351491,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",20,0,-83.72485975394564,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,7,-33.66240340671926,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-25.08222491539717,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-33.427948585639044,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,0,-79.36605994544553,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",35,0,-88.30873358754842,"{0: 27, 1: 1, 2: 4, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,4,-73.35366227609526,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",30,12,-9.997337577310809,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-89.13288078055129,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-121.48044378343837,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-31.308716429162043,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",20,9,8.253302101950714,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",25,14,-44.654863821735724,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",20,10,-9.462011365808173,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",20,9,17.466102161281,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-42.18114812826774,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,3,-33.51542491591131,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",30,16,2.8041719614969955,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,11,10.292087367748232,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,11,2.40370097710718,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",25,16,-42.042691980718686,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",30,0,-25.470747966371533,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,0,-63.88326595900017,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",20,15,11.29520550272166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,14,11.202318493119952,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",35,5,-103.10683309917235,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,7,-24.346739053519293,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,19.494243339819246,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,3,-22.497132080837076,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,8,-61.50534521824386,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-21.604565151815905,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,8,4.954538363113572,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",30,0,-59.129449096354136,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",25,5,-65.2452951239027,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",35,0,-46.25855379296752,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-59.00580376799563,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,4,3.930283928964914,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.475340042005707}",20,12,17.593986890685038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,6,13.468894880596686,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",25,7,21.656790589477833,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,6.406940585098265,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",30,24,8.331827750133474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",20,0,-16.115000388786168,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",25,0,-5.037019517525486,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",25,17,2.0226109307756523,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",30,17,12.321695442069995,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",25,0,9.752119551056772,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",35,20,8.751348695547566,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",35,21,-31.4540592485943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",30,22,-4.729436470939239,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",20,16,6.014895381467386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",30,14,25.542573928518117,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",20,11,4.935823043222939,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",30,20,17.049312080888246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",25,8,21.624118004857277,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",20,11,4.489376897258594,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.392711028357805}",20,9,-5.834934671159996,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",25,2,-19.115352571465696,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",20,0,-4.291861238596079,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",30,19,12.327546451351036,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",20,1,-92.60256898957786,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",25,0,-4.663625949335493,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",20,8,8.986023254850926,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,2,14.317418373292528,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",20,0,21.3693343528137,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.358748297681892}",20,0,-66.42213171180892,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",20,0,-2.473865285126848,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",25,0,-66.60695820546664,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",25,0,-30.621256198610507,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",25,14,-23.566966063765854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,9,-42.07485606872288,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",25,5,-10.805939679910722,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",30,7,-28.059136739266105,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",25,13,5.3970302308531934,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,11,-5.981681677091666,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,13,21.91608833314344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,13.341631565192344,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,0,-47.96651250421448,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,0,-27.46554873373925,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,7,12.751369857170193,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,12,-38.57370969490511,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",20,0,-3.0311018018418254,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",25,11,24.807571159331644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",20,14,10.165711070364717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",25,0,-46.00011099766426,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",25,15,-7.185407606544939,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",35,14,-21.50375159591599,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",25,9,-56.24303229963181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",20,0,4.637718458696673,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",30,15,18.52462013157783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,0,-14.04590890176024,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",20,13,1.4366640618106163,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,0,9.678848189113385,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.270754259511994}",25,0,-17.009281454419863,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",30,0,-101.84183229811174,"{0: 25, 1: 0, 2: 0, 3: 3, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",30,15,25.27575713005966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",30,14,-38.290554637501515,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",25,0,24.064632316154434,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",20,0,3.238070722827467,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",25,8,18.43758790455,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",30,16,-11.610378061375688,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",20,0,-20.259508098731875,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",30,2,18.97649507117377,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",25,15,16.48596487319706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",20,2,-7.114338726267873,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",30,17,-55.051373784099695,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,14,-1.6615677268392242,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",20,6,22.469452289208235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,5,-3.780691554072571,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,8,-26.775969279976273,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,8,22.086076805970546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",30,12,21.718717774251754,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",30,17,16.82179131326336,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",25,3,-48.68993791612858,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",30,16,1.7403365607671017,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",25,0,30.063892549584907,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",20,4,15.420016317792642,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",20,16,7.867409177470094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",20,0,-24.249672274393948,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",20,4,4.576628030792904,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",20,10,6.81802306406384,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",25,0,-1.0738490611199207,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",25,0,39.90495781308422,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",25,15,-11.326104639869131,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",25,15,15.973585992508756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",30,10,11.032388120409133,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",30,16,25.718206203453754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",20,14,13.775991724610186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",25,20,11.756455867238557,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",25,16,15.735552772347095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",20,0,31.43666636737489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",25,11,25.35784657574401,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",20,6,12.205561534209178,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",25,0,16.698753008924676,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",30,8,25.93697206426055,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",20,2,-19.859111806644098,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",20,7,-2.2502888543876933,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",20,14,12.015170403142907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",20,11,15.903042306553221,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",25,9,29.980376697888737,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.16882215658069055}",30,10,7.499320642774961,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16713393501488363}",25,15,17.975725947153094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473479}",25,11,-31.51483237070832,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808745}",30,13,-10.634444796751946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100657}",25,8,31.4835933158067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.1605481911108965}",20,6,11.814196590930827,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.15894270919978754}",25,13,25.506550925862214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",30,8,36.004621533911234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671176}",25,0,38.11391527772238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
